attempt_id,assessment_id,learner_id,skill_name,score,passed,duration_seconds,self_reported_confidence
ATT01472,ASM005,LRN0164,Classification Techniques,0.605,True,531,0.607
ATT01473,ASM027,LRN0164,Model Evaluation,0.749,True,705,0.619
ATT01474,ASM031,LRN0164,Python Basics,0.87,True,726,0.892
ATT01475,ASM019,LRN0164,Git & Version Control,0.116,False,643,0.174
ATT01476,ASM030,LRN0164,Problem Solving (DSA Practice),0.346,False,475,0.353
ATT01477,ASM025,LRN0165,ML Foundations,0.843,True,655,0.943
ATT01478,ASM018,LRN0165,Feature Engineering,0.098,False,725,0.14
ATT01479,ASM028,LRN0165,Neural Networks,0.418,False,680,0.336
ATT01480,ASM012,LRN0165,Deep Learning,0.586,False,405,0.547
ATT01481,ASM026,LRN0165,Model Deployment,0.739,True,542,0.746
ATT01482,ASM027,LRN0165,Model Evaluation,0.879,True,609,0.887
ATT01483,ASM031,LRN0165,Python Basics,0.131,False,822,0.19
ATT01484,ASM019,LRN0165,Git & Version Control,0.373,False,445,0.421
ATT01485,ASM030,LRN0165,Problem Solving (DSA Practice),0.61,True,551,0.682
ATT01486,ASM020,LRN0166,HTML & CSS,0.194,False,678,0.265
ATT01487,ASM022,LRN0166,JavaScript Basics,0.434,False,615,0.465
ATT01488,ASM034,LRN0166,React Fundamentals,0.428,False,509,0.352
ATT01489,ASM029,LRN0166,Node.js Basics,0.756,True,661,0.918
ATT01490,ASM033,LRN0166,REST API Design,0.92,True,332,0.85
ATT01491,ASM011,LRN0166,Database Design (RDBMS),0.17,False,624,0.193
ATT01492,ASM031,LRN0166,Python Basics,0.414,False,646,0.504
ATT01493,ASM019,LRN0166,Git & Version Control,0.615,True,359,0.734
ATT01494,ASM030,LRN0166,Problem Solving (DSA Practice),0.74,True,550,0.711
ATT01495,ASM002,LRN0167,Advanced SQL,0.406,False,510,0.262
ATT01496,ASM007,LRN0167,Data Modeling,0.641,True,639,0.63
ATT01497,ASM015,LRN0167,ETL Fundamentals,0.774,True,571,0.835
ATT01498,ASM003,LRN0167,Apache Spark Basics,0.898,True,652,0.812
ATT01499,ASM010,LRN0167,Data Warehousing,0.12,False,601,0.125
ATT01500,ASM008,LRN0167,Data Pipeline Design,0.447,False,604,0.45
ATT01501,ASM031,LRN0167,Python Basics,0.548,False,694,0.39
ATT01502,ASM019,LRN0167,Git & Version Control,0.681,True,676,0.722
ATT01503,ASM030,LRN0167,Problem Solving (DSA Practice),0.986,True,613,0.98
ATT01504,ASM024,LRN0168,Linux Fundamentals,0.605,True,772,0.699
ATT01505,ASM006,LRN0168,Cloud Computing Basics,0.694,True,470,0.635
ATT01506,ASM001,LRN0168,AWS Core Services,0.889,True,863,0.817
ATT01507,ASM014,LRN0168,Docker Fundamentals,0.089,False,553,0.05
ATT01508,ASM023,LRN0168,Kubernetes Basics,0.328,False,597,0.372
ATT01509,ASM004,LRN0168,CI/CD Pipelines,0.463,False,728,0.406
ATT01510,ASM031,LRN0168,Python Basics,0.731,True,561,0.845
ATT01511,ASM019,LRN0168,Git & Version Control,0.845,True,717,0.873
ATT01512,ASM030,LRN0168,Problem Solving (DSA Practice),0.015,False,469,0.05
ATT01513,ASM036,LRN0169,SQL Basics,0.665,True,783,0.597
ATT01514,ASM002,LRN0169,Advanced SQL,0.912,True,483,0.975
ATT01515,ASM016,LRN0169,Excel for Data Analysis,0.138,False,464,0.05
ATT01516,ASM009,LRN0169,Data Visualization,0.266,False,600,0.314
ATT01517,ASM013,LRN0169,Descriptive Statistics,0.511,False,608,0.486
ATT01518,ASM017,LRN0169,Exploratory Data Analysis,0.688,True,538,0.739
ATT01519,ASM031,LRN0169,Python Basics,0.92,True,546,0.907
ATT01520,ASM019,LRN0169,Git & Version Control,0.201,False,627,0.135
ATT01521,ASM030,LRN0169,Problem Solving (DSA Practice),0.248,False,569,0.237
ATT01522,ASM032,LRN0170,Python Data Structures,0.938,True,535,0.813
ATT01523,ASM021,LRN0170,Inferential Statistics,0.253,False,558,0.201
ATT01524,ASM025,LRN0170,ML Foundations,0.391,False,598,0.479
ATT01525,ASM035,LRN0170,Regression Techniques,0.527,False,620,0.458
ATT01526,ASM005,LRN0170,Classification Techniques,0.707,True,904,0.665
ATT01527,ASM027,LRN0170,Model Evaluation,0.795,True,584,0.789
ATT01528,ASM031,LRN0170,Python Basics,0.221,False,702,0.102
ATT01529,ASM019,LRN0170,Git & Version Control,0.357,False,432,0.25
ATT01530,ASM030,LRN0170,Problem Solving (DSA Practice),0.545,False,368,0.586
ATT01531,ASM025,LRN0171,ML Foundations,0.131,False,630,0.173
ATT01532,ASM018,LRN0171,Feature Engineering,0.319,False,666,0.277
ATT01533,ASM028,LRN0171,Neural Networks,0.534,False,568,0.528
ATT01534,ASM012,LRN0171,Deep Learning,0.735,True,473,0.818
ATT01535,ASM026,LRN0171,Model Deployment,0.944,True,716,0.858
ATT01536,ASM027,LRN0171,Model Evaluation,0.225,False,745,0.116
ATT01537,ASM031,LRN0171,Python Basics,0.32,False,510,0.254
ATT01538,ASM019,LRN0171,Git & Version Control,0.633,True,459,0.633
ATT01539,ASM030,LRN0171,Problem Solving (DSA Practice),0.773,True,561,0.894
ATT01540,ASM020,LRN0172,HTML & CSS,0.238,False,614,0.378
ATT01541,ASM022,LRN0172,JavaScript Basics,0.541,False,586,0.376
ATT01542,ASM034,LRN0172,React Fundamentals,0.661,True,539,0.695
ATT01543,ASM029,LRN0172,Node.js Basics,0.95,True,474,0.98
ATT01544,ASM033,LRN0172,REST API Design,0.177,False,799,0.144
ATT01545,ASM011,LRN0172,Database Design (RDBMS),0.433,False,466,0.452
ATT01546,ASM031,LRN0172,Python Basics,0.506,False,743,0.354
ATT01547,ASM019,LRN0172,Git & Version Control,0.762,True,668,0.824
ATT01548,ASM030,LRN0172,Problem Solving (DSA Practice),0.994,True,645,0.98
ATT01549,ASM002,LRN0173,Advanced SQL,0.56,False,762,0.53
ATT01550,ASM007,LRN0173,Data Modeling,0.631,True,736,0.592
ATT01551,ASM015,LRN0173,ETL Fundamentals,0.901,True,765,0.937
ATT01552,ASM003,LRN0173,Apache Spark Basics,0.152,False,786,0.177
ATT01553,ASM010,LRN0173,Data Warehousing,0.363,False,558,0.24
ATT01554,ASM008,LRN0173,Data Pipeline Design,0.497,False,811,0.575
ATT01555,ASM031,LRN0173,Python Basics,0.754,True,647,0.761
ATT01556,ASM019,LRN0173,Git & Version Control,0.912,True,623,0.768
ATT01557,ASM030,LRN0173,Problem Solving (DSA Practice),0.063,False,513,0.16
ATT01558,ASM024,LRN0174,Linux Fundamentals,0.764,True,737,0.688
ATT01559,ASM006,LRN0174,Cloud Computing Basics,0.843,True,302,0.955
ATT01560,ASM001,LRN0174,AWS Core Services,0.232,False,716,0.116
ATT01561,ASM014,LRN0174,Docker Fundamentals,0.356,False,635,0.382
ATT01562,ASM023,LRN0174,Kubernetes Basics,0.585,False,552,0.675
ATT01563,ASM004,LRN0174,CI/CD Pipelines,0.686,True,560,0.705
ATT01564,ASM031,LRN0174,Python Basics,0.893,True,529,0.878
ATT01565,ASM019,LRN0174,Git & Version Control,0.216,False,555,0.229
ATT01566,ASM030,LRN0174,Problem Solving (DSA Practice),0.301,False,546,0.309
ATT01567,ASM036,LRN0175,SQL Basics,0.853,True,529,0.77
ATT01568,ASM002,LRN0175,Advanced SQL,0.137,False,766,0.052
ATT01569,ASM016,LRN0175,Excel for Data Analysis,0.224,False,455,0.349
ATT01570,ASM009,LRN0175,Data Visualization,0.511,False,710,0.49
ATT01571,ASM013,LRN0175,Descriptive Statistics,0.847,True,634,0.874
ATT01572,ASM017,LRN0175,Exploratory Data Analysis,0.9,True,669,0.952
ATT01573,ASM031,LRN0175,Python Basics,0.235,False,845,0.273
ATT01574,ASM019,LRN0175,Git & Version Control,0.396,False,495,0.347
ATT01575,ASM030,LRN0175,Problem Solving (DSA Practice),0.61,True,460,0.652
ATT01576,ASM032,LRN0176,Python Data Structures,0.166,False,645,0.273
ATT01577,ASM021,LRN0176,Inferential Statistics,0.231,False,468,0.345
ATT01578,ASM025,LRN0176,ML Foundations,0.603,True,448,0.495
ATT01579,ASM035,LRN0176,Regression Techniques,0.707,True,739,0.731
ATT01580,ASM005,LRN0176,Classification Techniques,0.905,True,480,0.98
ATT01581,ASM027,LRN0176,Model Evaluation,0.025,False,423,0.05
ATT01582,ASM031,LRN0176,Python Basics,0.275,False,687,0.377
ATT01583,ASM019,LRN0176,Git & Version Control,0.605,True,618,0.563
ATT01584,ASM030,LRN0176,Problem Solving (DSA Practice),0.78,True,751,0.817
ATT01585,ASM025,LRN0177,ML Foundations,0.31,False,754,0.219
ATT01586,ASM018,LRN0177,Feature Engineering,0.563,False,601,0.549
ATT01587,ASM028,LRN0177,Neural Networks,0.799,True,854,0.842
ATT01588,ASM012,LRN0177,Deep Learning,0.889,True,503,0.815
ATT01589,ASM026,LRN0177,Model Deployment,0.097,False,380,0.218
ATT01590,ASM027,LRN0177,Model Evaluation,0.327,False,652,0.44
ATT01591,ASM031,LRN0177,Python Basics,0.507,False,460,0.434
ATT01592,ASM019,LRN0177,Git & Version Control,0.769,True,511,0.809
ATT01593,ASM030,LRN0177,Problem Solving (DSA Practice),0.841,True,651,0.741
ATT01594,ASM020,LRN0178,HTML & CSS,0.56,False,402,0.551
ATT01595,ASM022,LRN0178,JavaScript Basics,0.639,True,603,0.786
ATT01596,ASM034,LRN0178,React Fundamentals,0.994,True,713,0.98
ATT01597,ASM029,LRN0178,Node.js Basics,0.067,False,508,0.122
ATT01598,ASM033,LRN0178,REST API Design,0.397,False,593,0.531
ATT01599,ASM011,LRN0178,Database Design (RDBMS),0.615,True,607,0.594
ATT01600,ASM031,LRN0178,Python Basics,0.748,True,656,0.695
ATT01601,ASM019,LRN0178,Git & Version Control,0.841,True,643,0.837
ATT01602,ASM030,LRN0178,Problem Solving (DSA Practice),0.158,False,609,0.158
ATT01603,ASM002,LRN0179,Advanced SQL,0.806,True,563,0.826
ATT01604,ASM007,LRN0179,Data Modeling,0.839,True,715,0.871
ATT01605,ASM015,LRN0179,ETL Fundamentals,0.233,False,492,0.304
ATT01606,ASM003,LRN0179,Apache Spark Basics,0.401,False,612,0.443
ATT01607,ASM010,LRN0179,Data Warehousing,0.454,False,594,0.494
ATT01608,ASM008,LRN0179,Data Pipeline Design,0.743,True,563,0.727
ATT01609,ASM031,LRN0179,Python Basics,0.897,True,425,0.909
ATT01610,ASM019,LRN0179,Git & Version Control,0.253,False,802,0.178
ATT01611,ASM030,LRN0179,Problem Solving (DSA Practice),0.397,False,483,0.405
ATT01612,ASM024,LRN0180,Linux Fundamentals,0.928,True,374,0.98
ATT01613,ASM006,LRN0180,Cloud Computing Basics,0.102,False,524,0.086
ATT01614,ASM001,LRN0180,AWS Core Services,0.334,False,533,0.46
ATT01615,ASM014,LRN0180,Docker Fundamentals,0.613,True,715,0.671
ATT01616,ASM023,LRN0180,Kubernetes Basics,0.746,True,504,0.86
ATT01617,ASM004,LRN0180,CI/CD Pipelines,0.888,True,612,0.98
ATT01618,ASM031,LRN0180,Python Basics,0.226,False,754,0.216
ATT01619,ASM019,LRN0180,Git & Version Control,0.349,False,588,0.387
ATT01620,ASM030,LRN0180,Problem Solving (DSA Practice),0.626,True,819,0.717
ATT01621,ASM036,LRN0181,SQL Basics,0.08,False,624,0.05
ATT01622,ASM002,LRN0181,Advanced SQL,0.22,False,787,0.369
ATT01623,ASM016,LRN0181,Excel for Data Analysis,0.426,False,632,0.404
ATT01624,ASM009,LRN0181,Data Visualization,0.686,True,617,0.585
ATT01625,ASM013,LRN0181,Descriptive Statistics,0.893,True,537,0.883
ATT01626,ASM017,LRN0181,Exploratory Data Analysis,0.093,False,582,0.125
ATT01627,ASM031,LRN0181,Python Basics,0.278,False,477,0.243
ATT01628,ASM019,LRN0181,Git & Version Control,0.567,False,588,0.487
ATT01629,ASM030,LRN0181,Problem Solving (DSA Practice),0.815,True,680,0.935
ATT01630,ASM032,LRN0182,Python Data Structures,0.405,False,758,0.424
ATT01631,ASM021,LRN0182,Inferential Statistics,0.532,False,567,0.423
ATT01632,ASM025,LRN0182,ML Foundations,0.741,True,517,0.825
ATT01633,ASM035,LRN0182,Regression Techniques,0.878,True,485,0.954
ATT01634,ASM005,LRN0182,Classification Techniques,0.136,False,515,0.05
ATT01635,ASM027,LRN0182,Model Evaluation,0.259,False,572,0.274
ATT01636,ASM031,LRN0182,Python Basics,0.587,False,684,0.576
ATT01637,ASM019,LRN0182,Git & Version Control,0.734,True,770,0.619
ATT01638,ASM030,LRN0182,Problem Solving (DSA Practice),0.983,True,660,0.98
ATT01639,ASM025,LRN0183,ML Foundations,0.468,False,563,0.567
ATT01640,ASM018,LRN0183,Feature Engineering,0.761,True,615,0.827
ATT01641,ASM028,LRN0183,Neural Networks,1.0,True,652,0.98
ATT01642,ASM012,LRN0183,Deep Learning,0.106,False,820,0.055
ATT01643,ASM026,LRN0183,Model Deployment,0.305,False,482,0.214
ATT01644,ASM027,LRN0183,Model Evaluation,0.529,False,409,0.593
ATT01645,ASM031,LRN0183,Python Basics,0.849,True,493,0.766
ATT01646,ASM019,LRN0183,Git & Version Control,0.987,True,640,0.848
ATT01647,ASM030,LRN0183,Problem Solving (DSA Practice),0.172,False,721,0.202
ATT01648,ASM020,LRN0184,HTML & CSS,0.72,True,550,0.753
ATT01649,ASM022,LRN0184,JavaScript Basics,0.93,True,723,0.916
ATT01650,ASM034,LRN0184,React Fundamentals,0.219,False,652,0.244
ATT01651,ASM029,LRN0184,Node.js Basics,0.247,False,712,0.316
ATT01652,ASM033,LRN0184,REST API Design,0.587,False,658,0.498
ATT01653,ASM011,LRN0184,Database Design (RDBMS),0.811,True,786,0.799
ATT01654,ASM031,LRN0184,Python Basics,0.861,True,887,0.98
ATT01655,ASM019,LRN0184,Git & Version Control,0.094,False,630,0.183
ATT01656,ASM030,LRN0184,Problem Solving (DSA Practice),0.464,False,663,0.444
ATT01657,ASM002,LRN0185,Advanced SQL,0.882,True,495,0.98
ATT01658,ASM007,LRN0185,Data Modeling,0.188,False,324,0.149
ATT01659,ASM015,LRN0185,ETL Fundamentals,0.291,False,641,0.192
ATT01660,ASM003,LRN0185,Apache Spark Basics,0.539,False,446,0.566
ATT01661,ASM010,LRN0185,Data Warehousing,0.811,True,538,0.792
ATT01662,ASM008,LRN0185,Data Pipeline Design,0.81,True,586,0.775
ATT01663,ASM031,LRN0185,Python Basics,0.185,False,489,0.091
ATT01664,ASM019,LRN0185,Git & Version Control,0.214,False,509,0.276
ATT01665,ASM030,LRN0185,Problem Solving (DSA Practice),0.511,False,638,0.664
ATT01666,ASM024,LRN0186,Linux Fundamentals,0.177,False,583,0.126
ATT01667,ASM006,LRN0186,Cloud Computing Basics,0.391,False,598,0.33
ATT01668,ASM001,LRN0186,AWS Core Services,0.562,False,770,0.658
ATT01669,ASM014,LRN0186,Docker Fundamentals,0.86,True,745,0.901
ATT01670,ASM023,LRN0186,Kubernetes Basics,0.893,True,565,0.814
ATT01671,ASM004,LRN0186,CI/CD Pipelines,0.042,False,581,0.05
ATT01672,ASM031,LRN0186,Python Basics,0.435,False,638,0.456
ATT01673,ASM019,LRN0186,Git & Version Control,0.598,False,596,0.643
ATT01674,ASM030,LRN0186,Problem Solving (DSA Practice),0.698,True,509,0.786
ATT01675,ASM036,LRN0187,SQL Basics,0.301,False,574,0.211
ATT01676,ASM002,LRN0187,Advanced SQL,0.537,False,759,0.566
ATT01677,ASM016,LRN0187,Excel for Data Analysis,0.872,True,709,0.827
ATT01678,ASM009,LRN0187,Data Visualization,0.96,True,573,0.792
ATT01679,ASM013,LRN0187,Descriptive Statistics,0.224,False,666,0.322
ATT01680,ASM017,LRN0187,Exploratory Data Analysis,0.35,False,929,0.418
ATT01681,ASM031,LRN0187,Python Basics,0.551,False,561,0.601
ATT01682,ASM019,LRN0187,Git & Version Control,0.729,True,634,0.734
ATT01683,ASM030,LRN0187,Problem Solving (DSA Practice),0.889,True,607,0.942
ATT01684,ASM032,LRN0188,Python Data Structures,0.661,True,580,0.567
ATT01685,ASM021,LRN0188,Inferential Statistics,0.776,True,589,0.724
ATT01686,ASM025,LRN0188,ML Foundations,0.962,True,714,0.842
ATT01687,ASM035,LRN0188,Regression Techniques,0.048,False,412,0.05
ATT01688,ASM005,LRN0188,Classification Techniques,0.272,False,560,0.268
ATT01689,ASM027,LRN0188,Model Evaluation,0.509,False,715,0.623
ATT01690,ASM031,LRN0188,Python Basics,0.778,True,547,0.802
ATT01691,ASM019,LRN0188,Git & Version Control,1.0,True,661,0.98
ATT01692,ASM030,LRN0188,Problem Solving (DSA Practice),0.06,False,744,0.086
ATT01693,ASM025,LRN0189,ML Foundations,0.813,True,731,0.712
ATT01694,ASM018,LRN0189,Feature Engineering,0.857,True,744,0.758
ATT01695,ASM028,LRN0189,Neural Networks,0.099,False,594,0.147
ATT01696,ASM012,LRN0189,Deep Learning,0.248,False,670,0.178
ATT01697,ASM026,LRN0189,Model Deployment,0.491,False,532,0.567
ATT01698,ASM027,LRN0189,Model Evaluation,0.735,True,779,0.637
ATT01699,ASM031,LRN0189,Python Basics,0.932,True,637,0.972
ATT01700,ASM019,LRN0189,Git & Version Control,0.184,False,631,0.094
ATT01701,ASM030,LRN0189,Problem Solving (DSA Practice),0.333,False,663,0.268
ATT01702,ASM020,LRN0190,HTML & CSS,0.87,True,500,0.886
ATT01703,ASM022,LRN0190,JavaScript Basics,0.096,False,540,0.071
ATT01704,ASM034,LRN0190,React Fundamentals,0.253,False,637,0.246
ATT01705,ASM029,LRN0190,Node.js Basics,0.538,False,488,0.571
ATT01706,ASM033,LRN0190,REST API Design,0.757,True,746,0.82
ATT01707,ASM011,LRN0190,Database Design (RDBMS),0.959,True,555,0.98
ATT01708,ASM031,LRN0190,Python Basics,0.273,False,476,0.329
ATT01709,ASM019,LRN0190,Git & Version Control,0.417,False,644,0.519
ATT01710,ASM030,LRN0190,Problem Solving (DSA Practice),0.522,False,547,0.501
ATT01711,ASM002,LRN0191,Advanced SQL,0.117,False,516,0.209
ATT01712,ASM007,LRN0191,Data Modeling,0.275,False,604,0.183
ATT01713,ASM015,LRN0191,ETL Fundamentals,0.609,True,738,0.586
ATT01714,ASM003,LRN0191,Apache Spark Basics,0.714,True,608,0.629
ATT01715,ASM010,LRN0191,Data Warehousing,0.912,True,839,0.829
ATT01716,ASM008,LRN0191,Data Pipeline Design,0.289,False,722,0.357
ATT01717,ASM031,LRN0191,Python Basics,0.315,False,508,0.344
ATT01718,ASM019,LRN0191,Git & Version Control,0.581,False,643,0.639
ATT01719,ASM030,LRN0191,Problem Solving (DSA Practice),0.736,True,669,0.807
ATT01720,ASM024,LRN0192,Linux Fundamentals,0.373,False,589,0.479
ATT01721,ASM006,LRN0192,Cloud Computing Basics,0.596,False,807,0.447
ATT01722,ASM001,LRN0192,AWS Core Services,0.738,True,464,0.776
ATT01723,ASM014,LRN0192,Docker Fundamentals,0.887,True,481,0.98
ATT01724,ASM023,LRN0192,Kubernetes Basics,0.089,False,598,0.067
ATT01725,ASM004,LRN0192,CI/CD Pipelines,0.242,False,535,0.207
ATT01726,ASM031,LRN0192,Python Basics,0.697,True,534,0.606
ATT01727,ASM019,LRN0192,Git & Version Control,0.621,True,606,0.77
ATT01728,ASM030,LRN0192,Problem Solving (DSA Practice),0.951,True,405,0.98
ATT01729,ASM036,LRN0193,SQL Basics,0.498,False,513,0.651
ATT01730,ASM002,LRN0193,Advanced SQL,0.718,True,659,0.71
ATT01731,ASM016,LRN0193,Excel for Data Analysis,0.95,True,665,0.857
ATT01732,ASM009,LRN0193,Data Visualization,0.114,False,595,0.253
ATT01733,ASM013,LRN0193,Descriptive Statistics,0.389,False,346,0.45
ATT01734,ASM017,LRN0193,Exploratory Data Analysis,0.677,True,833,0.696
ATT01735,ASM031,LRN0193,Python Basics,0.734,True,605,0.728
ATT01736,ASM019,LRN0193,Git & Version Control,0.993,True,575,0.98
ATT01737,ASM030,LRN0193,Problem Solving (DSA Practice),0.172,False,622,0.11
ATT01738,ASM032,LRN0194,Python Data Structures,0.676,True,673,0.81
ATT01739,ASM021,LRN0194,Inferential Statistics,0.901,True,816,0.813
ATT01740,ASM025,LRN0194,ML Foundations,0.267,False,570,0.215
ATT01741,ASM035,LRN0194,Regression Techniques,0.317,False,486,0.391
ATT01742,ASM005,LRN0194,Classification Techniques,0.604,True,598,0.599
ATT01743,ASM027,LRN0194,Model Evaluation,0.711,True,701,0.684
ATT01744,ASM031,LRN0194,Python Basics,0.917,True,332,0.963
ATT01745,ASM019,LRN0194,Git & Version Control,0.065,False,631,0.061
ATT01746,ASM030,LRN0194,Problem Solving (DSA Practice),0.381,False,418,0.276
ATT01747,ASM025,LRN0195,ML Foundations,0.942,True,462,0.806
ATT01748,ASM018,LRN0195,Feature Engineering,0.048,False,642,0.066
ATT01749,ASM028,LRN0195,Neural Networks,0.299,False,535,0.293
ATT01750,ASM012,LRN0195,Deep Learning,0.565,False,780,0.558
ATT01751,ASM026,LRN0195,Model Deployment,0.865,True,446,0.747
ATT01752,ASM027,LRN0195,Model Evaluation,0.864,True,483,0.81
ATT01753,ASM031,LRN0195,Python Basics,0.218,False,579,0.22
ATT01754,ASM019,LRN0195,Git & Version Control,0.29,False,502,0.384
ATT01755,ASM030,LRN0195,Problem Solving (DSA Practice),0.609,True,493,0.554
ATT01756,ASM020,LRN0196,HTML & CSS,0.106,False,732,0.144
ATT01757,ASM022,LRN0196,JavaScript Basics,0.263,False,566,0.402
ATT01758,ASM034,LRN0196,React Fundamentals,0.5,False,419,0.437
ATT01759,ASM029,LRN0196,Node.js Basics,0.86,True,513,0.792
ATT01760,ASM033,LRN0196,REST API Design,0.927,True,544,0.933
ATT01761,ASM011,LRN0196,Database Design (RDBMS),0.11,False,415,0.122
ATT01762,ASM031,LRN0196,Python Basics,0.314,False,405,0.298
ATT01763,ASM019,LRN0196,Git & Version Control,0.558,False,639,0.506
ATT01764,ASM030,LRN0196,Problem Solving (DSA Practice),0.808,True,738,0.741
ATT01765,ASM002,LRN0197,Advanced SQL,0.23,False,608,0.175
ATT01766,ASM007,LRN0197,Data Modeling,0.551,False,620,0.409
ATT01767,ASM015,LRN0197,ETL Fundamentals,0.719,True,459,0.718
ATT01768,ASM003,LRN0197,Apache Spark Basics,1.0,True,653,0.98
ATT01769,ASM010,LRN0197,Data Warehousing,0.162,False,508,0.062
ATT01770,ASM008,LRN0197,Data Pipeline Design,0.307,False,546,0.177
ATT01771,ASM031,LRN0197,Python Basics,0.709,True,553,0.566
ATT01772,ASM019,LRN0197,Git & Version Control,0.774,True,512,0.801
ATT01773,ASM030,LRN0197,Problem Solving (DSA Practice),0.928,True,673,0.949
ATT01774,ASM024,LRN0198,Linux Fundamentals,0.562,False,576,0.459
ATT01775,ASM006,LRN0198,Cloud Computing Basics,0.839,True,721,0.688
ATT01776,ASM001,LRN0198,AWS Core Services,0.93,True,420,0.958
ATT01777,ASM014,LRN0198,Docker Fundamentals,0.199,False,559,0.325
ATT01778,ASM023,LRN0198,Kubernetes Basics,0.417,False,611,0.384
ATT01779,ASM004,LRN0198,CI/CD Pipelines,0.51,False,531,0.435
ATT01780,ASM031,LRN0198,Python Basics,0.645,True,532,0.716
ATT01781,ASM019,LRN0198,Git & Version Control,0.979,True,773,0.98
ATT01782,ASM030,LRN0198,Problem Solving (DSA Practice),0.063,False,626,0.176
ATT01783,ASM036,LRN0199,SQL Basics,0.64,True,568,0.697
ATT01784,ASM002,LRN0199,Advanced SQL,0.895,True,549,0.889
ATT01785,ASM016,LRN0199,Excel for Data Analysis,0.096,False,627,0.065
ATT01786,ASM009,LRN0199,Data Visualization,0.335,False,543,0.284
ATT01787,ASM013,LRN0199,Descriptive Statistics,0.495,False,719,0.579
ATT01788,ASM017,LRN0199,Exploratory Data Analysis,0.691,True,759,0.627
ATT01789,ASM031,LRN0199,Python Basics,0.929,True,546,0.98
ATT01790,ASM019,LRN0199,Git & Version Control,0.193,False,669,0.151
ATT01791,ASM030,LRN0199,Problem Solving (DSA Practice),0.493,False,796,0.391
ATT01792,ASM032,LRN0200,Python Data Structures,0.882,True,632,0.87
ATT01793,ASM021,LRN0200,Inferential Statistics,0.04,False,480,0.094
ATT01794,ASM025,LRN0200,ML Foundations,0.249,False,648,0.23
ATT01795,ASM035,LRN0200,Regression Techniques,0.467,False,727,0.614
ATT01796,ASM005,LRN0200,Classification Techniques,0.649,True,889,0.682
ATT01797,ASM027,LRN0200,Model Evaluation,0.901,True,513,0.98
ATT01798,ASM031,LRN0200,Python Basics,0.215,False,452,0.257
ATT01799,ASM019,LRN0200,Git & Version Control,0.329,False,679,0.268
ATT01800,ASM030,LRN0200,Problem Solving (DSA Practice),0.505,False,556,0.494
ATT01801,ASM025,LRN0201,ML Foundations,0.231,False,523,0.273
ATT01802,ASM018,LRN0201,Feature Engineering,0.255,False,530,0.271
ATT01803,ASM028,LRN0201,Neural Networks,0.489,False,591,0.561
ATT01804,ASM012,LRN0201,Deep Learning,0.69,True,714,0.65
ATT01805,ASM026,LRN0201,Model Deployment,0.894,True,347,0.932
ATT01806,ASM027,LRN0201,Model Evaluation,0.266,False,697,0.32
ATT01807,ASM031,LRN0201,Python Basics,0.351,False,816,0.359
ATT01808,ASM019,LRN0201,Git & Version Control,0.636,True,630,0.678
ATT01809,ASM030,LRN0201,Problem Solving (DSA Practice),0.661,True,786,0.708
ATT01810,ASM020,LRN0202,HTML & CSS,0.263,False,536,0.19
ATT01811,ASM022,LRN0202,JavaScript Basics,0.605,True,668,0.61
ATT01812,ASM034,LRN0202,React Fundamentals,0.796,True,410,0.842
ATT01813,ASM029,LRN0202,Node.js Basics,0.92,True,656,0.796
ATT01814,ASM033,LRN0202,REST API Design,0.147,False,599,0.232
ATT01815,ASM011,LRN0202,Database Design (RDBMS),0.352,False,553,0.251
ATT01816,ASM031,LRN0202,Python Basics,0.571,False,553,0.551
ATT01817,ASM019,LRN0202,Git & Version Control,0.753,True,499,0.785
ATT01818,ASM030,LRN0202,Problem Solving (DSA Practice),0.929,True,711,0.98
ATT01819,ASM002,LRN0203,Advanced SQL,0.587,False,565,0.504
ATT01820,ASM007,LRN0203,Data Modeling,0.704,True,716,0.715
ATT01821,ASM015,LRN0203,ETL Fundamentals,0.996,True,1014,0.966
ATT01822,ASM003,LRN0203,Apache Spark Basics,0.167,False,614,0.195
ATT01823,ASM010,LRN0203,Data Warehousing,0.311,False,609,0.213
ATT01824,ASM008,LRN0203,Data Pipeline Design,0.511,False,696,0.449
ATT01825,ASM031,LRN0203,Python Basics,0.756,True,708,0.886
ATT01826,ASM019,LRN0203,Git & Version Control,0.946,True,565,0.838
ATT01827,ASM030,LRN0203,Problem Solving (DSA Practice),0.165,False,611,0.068
ATT01828,ASM024,LRN0204,Linux Fundamentals,0.855,True,750,0.95
ATT01829,ASM006,LRN0204,Cloud Computing Basics,0.841,True,498,0.832
ATT01830,ASM001,LRN0204,AWS Core Services,0.213,False,240,0.137
ATT01831,ASM014,LRN0204,Docker Fundamentals,0.388,False,475,0.429
ATT01832,ASM023,LRN0204,Kubernetes Basics,0.48,False,625,0.501
ATT01833,ASM004,LRN0204,CI/CD Pipelines,0.66,True,723,0.58
ATT01834,ASM031,LRN0204,Python Basics,0.948,True,474,0.859
ATT01835,ASM019,LRN0204,Git & Version Control,0.103,False,543,0.064
ATT01836,ASM030,LRN0204,Problem Solving (DSA Practice),0.244,False,611,0.16
ATT01837,ASM036,LRN0205,SQL Basics,0.939,True,426,0.98
ATT01838,ASM002,LRN0205,Advanced SQL,0.208,False,646,0.262
ATT01839,ASM016,LRN0205,Excel for Data Analysis,0.4,False,612,0.506
