learner_skill_id,learner_id,skill_id,skill_name,mastery_score,mastery_band,confidence_score,evidence_strength,source
LSK00272,LRN0031,SK019,Advanced SQL,0.408,developing,0.328,0.4,diagnostic_and_practice
LSK00273,LRN0031,SK013,Excel for Data Analysis,0.593,competent,0.502,0.7,diagnostic_and_practice
LSK00274,LRN0031,SK016,Data Visualization,0.659,proficient,0.553,0.6,diagnostic_and_practice
LSK00275,LRN0031,SK011,Descriptive Statistics,0.941,advanced,0.98,0.71,diagnostic_and_practice
LSK00276,LRN0031,SK018,Exploratory Data Analysis,0.211,novice,0.178,0.52,diagnostic_and_practice
LSK00277,LRN0031,SK001,Python Basics,0.331,developing,0.357,0.59,diagnostic_and_practice
LSK00278,LRN0031,SK002,Git & Version Control,0.464,competent,0.543,0.58,diagnostic_and_practice
LSK00279,LRN0031,SK008,Problem Solving (DSA Practice),0.684,proficient,0.763,0.59,diagnostic_and_practice
LSK00280,LRN0032,SK003,Python Data Structures,0.448,developing,0.475,0.63,diagnostic_and_practice
LSK00281,LRN0032,SK017,Inferential Statistics,0.497,competent,0.599,0.48,diagnostic_and_practice
LSK00282,LRN0032,SK021,ML Foundations,0.705,proficient,0.722,0.47,diagnostic_and_practice
LSK00283,LRN0032,SK022,Regression Techniques,0.918,advanced,0.822,0.43,diagnostic_and_practice
LSK00284,LRN0032,SK023,Classification Techniques,0.098,novice,0.05,0.38,diagnostic_and_practice
LSK00285,LRN0032,SK024,Model Evaluation,0.383,developing,0.48,0.61,diagnostic_and_practice
LSK00286,LRN0032,SK001,Python Basics,0.64,competent,0.719,0.77,diagnostic_and_practice
LSK00287,LRN0032,SK002,Git & Version Control,0.661,proficient,0.723,0.66,diagnostic_and_practice
LSK00288,LRN0032,SK008,Problem Solving (DSA Practice),0.893,advanced,0.917,0.56,diagnostic_and_practice
LSK00289,LRN0033,SK021,ML Foundations,0.54,competent,0.621,0.55,diagnostic_and_practice
LSK00290,LRN0033,SK025,Feature Engineering,0.702,proficient,0.717,0.39,diagnostic_and_practice
LSK00291,LRN0033,SK027,Neural Networks,0.953,advanced,0.909,0.47,diagnostic_and_practice
LSK00292,LRN0033,SK028,Deep Learning,0.119,novice,0.059,0.64,diagnostic_and_practice
LSK00293,LRN0033,SK050,Model Deployment,0.275,developing,0.24,0.72,diagnostic_and_practice
LSK00294,LRN0033,SK024,Model Evaluation,0.526,competent,0.613,0.39,diagnostic_and_practice
LSK00295,LRN0033,SK001,Python Basics,0.672,proficient,0.573,0.6,diagnostic_and_practice
LSK00296,LRN0033,SK002,Git & Version Control,0.922,advanced,0.822,0.49,diagnostic_and_practice
LSK00297,LRN0033,SK008,Problem Solving (DSA Practice),0.221,novice,0.304,0.54,diagnostic_and_practice
LSK00298,LRN0034,SK031,HTML & CSS,0.829,proficient,0.813,0.77,diagnostic_and_practice
LSK00299,LRN0034,SK032,JavaScript Basics,0.852,advanced,0.827,0.53,diagnostic_and_practice
LSK00300,LRN0034,SK035,React Fundamentals,0.144,novice,0.196,0.65,diagnostic_and_practice
LSK00301,LRN0034,SK036,Node.js Basics,0.276,developing,0.2,0.65,diagnostic_and_practice
LSK00302,LRN0034,SK037,REST API Design,0.467,competent,0.479,0.31,diagnostic_and_practice
LSK00303,LRN0034,SK034,Database Design (RDBMS),0.84,proficient,0.774,0.78,diagnostic_and_practice
LSK00304,LRN0034,SK001,Python Basics,0.955,advanced,0.98,0.54,diagnostic_and_practice
LSK00305,LRN0034,SK002,Git & Version Control,0.246,novice,0.14,0.44,diagnostic_and_practice
LSK00306,LRN0034,SK008,Problem Solving (DSA Practice),0.305,developing,0.406,0.58,diagnostic_and_practice
LSK00307,LRN0035,SK019,Advanced SQL,0.924,advanced,0.874,0.63,diagnostic_and_practice
LSK00308,LRN0035,SK051,Data Modeling,0.121,novice,0.05,0.42,diagnostic_and_practice
LSK00309,LRN0035,SK053,ETL Fundamentals,0.309,developing,0.392,0.68,diagnostic_and_practice
LSK00310,LRN0035,SK057,Apache Spark Basics,0.486,competent,0.415,0.44,diagnostic_and_practice
LSK00311,LRN0035,SK054,Data Warehousing,0.779,proficient,0.717,0.34,diagnostic_and_practice
LSK00312,LRN0035,SK060,Data Pipeline Design,0.894,advanced,0.776,0.55,diagnostic_and_practice
LSK00313,LRN0035,SK001,Python Basics,0.071,novice,0.05,0.82,diagnostic_and_practice
LSK00314,LRN0035,SK002,Git & Version Control,0.373,developing,0.27,0.5,diagnostic_and_practice
LSK00315,LRN0035,SK008,Problem Solving (DSA Practice),0.619,competent,0.565,0.72,diagnostic_and_practice
LSK00316,LRN0036,SK041,Linux Fundamentals,0.209,novice,0.324,0.44,diagnostic_and_practice
LSK00317,LRN0036,SK042,Cloud Computing Basics,0.322,developing,0.383,0.53,diagnostic_and_practice
LSK00318,LRN0036,SK044,AWS Core Services,0.532,competent,0.475,0.37,diagnostic_and_practice
LSK00319,LRN0036,SK045,Docker Fundamentals,0.687,proficient,0.678,0.46,diagnostic_and_practice
LSK00320,LRN0036,SK047,Kubernetes Basics,0.965,advanced,0.98,0.5,diagnostic_and_practice
LSK00321,LRN0036,SK048,CI/CD Pipelines,0.12,novice,0.154,0.43,diagnostic_and_practice
LSK00322,LRN0036,SK001,Python Basics,0.404,developing,0.379,0.4,diagnostic_and_practice
LSK00323,LRN0036,SK002,Git & Version Control,0.528,competent,0.534,0.67,diagnostic_and_practice
LSK00324,LRN0036,SK008,Problem Solving (DSA Practice),0.805,proficient,0.742,0.76,diagnostic_and_practice
LSK00325,LRN0037,SK012,SQL Basics,0.426,developing,0.473,0.79,diagnostic_and_practice
LSK00326,LRN0037,SK019,Advanced SQL,0.509,competent,0.613,0.68,diagnostic_and_practice
LSK00327,LRN0037,SK013,Excel for Data Analysis,0.747,proficient,0.656,0.82,diagnostic_and_practice
LSK00328,LRN0037,SK016,Data Visualization,0.951,advanced,0.98,0.52,diagnostic_and_practice
LSK00329,LRN0037,SK011,Descriptive Statistics,0.131,novice,0.098,0.73,diagnostic_and_practice
LSK00330,LRN0037,SK018,Exploratory Data Analysis,0.369,developing,0.462,0.55,diagnostic_and_practice
LSK00331,LRN0037,SK001,Python Basics,0.625,competent,0.74,0.49,diagnostic_and_practice
LSK00332,LRN0037,SK002,Git & Version Control,0.652,proficient,0.762,0.71,diagnostic_and_practice
LSK00333,LRN0037,SK008,Problem Solving (DSA Practice),0.879,advanced,0.908,0.54,diagnostic_and_practice
LSK00334,LRN0038,SK003,Python Data Structures,0.649,competent,0.757,0.47,diagnostic_and_practice
LSK00335,LRN0038,SK017,Inferential Statistics,0.698,proficient,0.717,0.79,diagnostic_and_practice
LSK00336,LRN0038,SK021,ML Foundations,0.857,advanced,0.91,0.41,diagnostic_and_practice
LSK00337,LRN0038,SK022,Regression Techniques,0.137,novice,0.148,0.47,diagnostic_and_practice
LSK00338,LRN0038,SK023,Classification Techniques,0.29,developing,0.298,0.64,diagnostic_and_practice
LSK00339,LRN0038,SK024,Model Evaluation,0.645,competent,0.72,0.38,diagnostic_and_practice
LSK00340,LRN0038,SK001,Python Basics,0.709,proficient,0.599,0.61,diagnostic_and_practice
LSK00341,LRN0038,SK002,Git & Version Control,0.853,advanced,0.964,0.86,diagnostic_and_practice
LSK00342,LRN0038,SK008,Problem Solving (DSA Practice),0.2,novice,0.271,0.69,diagnostic_and_practice
LSK00343,LRN0039,SK021,ML Foundations,0.761,proficient,0.651,0.66,diagnostic_and_practice
LSK00344,LRN0039,SK025,Feature Engineering,0.893,advanced,0.841,0.6,diagnostic_and_practice
LSK00345,LRN0039,SK027,Neural Networks,0.136,novice,0.066,0.55,diagnostic_and_practice
LSK00346,LRN0039,SK028,Deep Learning,0.336,developing,0.416,0.57,diagnostic_and_practice
LSK00347,LRN0039,SK050,Model Deployment,0.476,competent,0.422,0.6,diagnostic_and_practice
LSK00348,LRN0039,SK024,Model Evaluation,0.802,proficient,0.749,0.56,diagnostic_and_practice
LSK00349,LRN0039,SK001,Python Basics,0.887,advanced,0.959,0.53,diagnostic_and_practice
LSK00350,LRN0039,SK002,Git & Version Control,0.146,novice,0.244,0.48,diagnostic_and_practice
LSK00351,LRN0039,SK008,Problem Solving (DSA Practice),0.291,developing,0.388,0.55,diagnostic_and_practice
LSK00352,LRN0040,SK031,HTML & CSS,0.902,advanced,0.95,0.45,diagnostic_and_practice
LSK00353,LRN0040,SK032,JavaScript Basics,0.201,novice,0.32,0.53,diagnostic_and_practice
LSK00354,LRN0040,SK035,React Fundamentals,0.391,developing,0.283,0.31,diagnostic_and_practice
LSK00355,LRN0040,SK036,Node.js Basics,0.559,competent,0.662,0.44,diagnostic_and_practice
LSK00356,LRN0040,SK037,REST API Design,0.786,proficient,0.78,0.33,diagnostic_and_practice
LSK00357,LRN0040,SK034,Database Design (RDBMS),0.872,advanced,0.827,0.8,diagnostic_and_practice
LSK00358,LRN0040,SK001,Python Basics,0.085,novice,0.195,0.33,diagnostic_and_practice
LSK00359,LRN0040,SK002,Git & Version Control,0.288,developing,0.35,0.31,diagnostic_and_practice
LSK00360,LRN0040,SK008,Problem Solving (DSA Practice),0.578,competent,0.546,0.4,diagnostic_and_practice
LSK00361,LRN0041,SK019,Advanced SQL,0.182,novice,0.261,0.31,diagnostic_and_practice
LSK00362,LRN0041,SK051,Data Modeling,0.413,developing,0.317,0.6,diagnostic_and_practice
LSK00363,LRN0041,SK053,ETL Fundamentals,0.643,competent,0.53,0.79,diagnostic_and_practice
LSK00364,LRN0041,SK057,Apache Spark Basics,0.698,proficient,0.61,0.65,diagnostic_and_practice
LSK00365,LRN0041,SK054,Data Warehousing,0.897,advanced,0.813,0.36,diagnostic_and_practice
LSK00366,LRN0041,SK060,Data Pipeline Design,0.215,novice,0.132,0.66,diagnostic_and_practice
LSK00367,LRN0041,SK001,Python Basics,0.281,developing,0.399,0.7,diagnostic_and_practice
LSK00368,LRN0041,SK002,Git & Version Control,0.63,competent,0.684,0.3,diagnostic_and_practice
LSK00369,LRN0041,SK008,Problem Solving (DSA Practice),0.709,proficient,0.726,0.81,diagnostic_and_practice
LSK00370,LRN0042,SK041,Linux Fundamentals,0.34,developing,0.433,0.37,diagnostic_and_practice
LSK00371,LRN0042,SK042,Cloud Computing Basics,0.612,competent,0.497,0.88,diagnostic_and_practice
LSK00372,LRN0042,SK044,AWS Core Services,0.825,proficient,0.792,0.88,diagnostic_and_practice
LSK00373,LRN0042,SK045,Docker Fundamentals,0.91,advanced,0.82,0.46,diagnostic_and_practice
LSK00374,LRN0042,SK047,Kubernetes Basics,0.231,novice,0.281,0.33,diagnostic_and_practice
LSK00375,LRN0042,SK048,CI/CD Pipelines,0.377,developing,0.288,0.7,diagnostic_and_practice
LSK00376,LRN0042,SK001,Python Basics,0.451,competent,0.463,0.33,diagnostic_and_practice
LSK00377,LRN0042,SK002,Git & Version Control,0.821,proficient,0.873,0.73,diagnostic_and_practice
LSK00378,LRN0042,SK008,Problem Solving (DSA Practice),0.92,advanced,0.831,0.86,diagnostic_and_practice
LSK00379,LRN0043,SK012,SQL Basics,0.545,competent,0.605,0.64,diagnostic_and_practice
LSK00380,LRN0043,SK019,Advanced SQL,0.83,proficient,0.943,0.85,diagnostic_and_practice
LSK00381,LRN0043,SK013,Excel for Data Analysis,0.927,advanced,0.98,0.61,diagnostic_and_practice
LSK00382,LRN0043,SK016,Data Visualization,0.205,novice,0.183,0.64,diagnostic_and_practice
LSK00383,LRN0043,SK011,Descriptive Statistics,0.412,developing,0.504,0.4,diagnostic_and_practice
LSK00384,LRN0043,SK018,Exploratory Data Analysis,0.521,competent,0.405,0.85,diagnostic_and_practice
LSK00385,LRN0043,SK001,Python Basics,0.846,proficient,0.793,0.46,diagnostic_and_practice
LSK00386,LRN0043,SK002,Git & Version Control,0.852,advanced,0.765,0.49,diagnostic_and_practice
LSK00387,LRN0043,SK008,Problem Solving (DSA Practice),0.226,novice,0.195,0.37,diagnostic_and_practice
LSK00388,LRN0044,SK003,Python Data Structures,0.843,proficient,0.898,0.45,diagnostic_and_practice
LSK00389,LRN0044,SK017,Inferential Statistics,0.945,advanced,0.834,0.58,diagnostic_and_practice
LSK00390,LRN0044,SK021,ML Foundations,0.066,novice,0.166,0.87,diagnostic_and_practice
LSK00391,LRN0044,SK022,Regression Techniques,0.43,developing,0.395,0.52,diagnostic_and_practice
LSK00392,LRN0044,SK023,Classification Techniques,0.63,competent,0.61,0.73,diagnostic_and_practice
LSK00393,LRN0044,SK024,Model Evaluation,0.755,proficient,0.811,0.36,diagnostic_and_practice
LSK00394,LRN0044,SK001,Python Basics,0.882,advanced,0.827,0.54,diagnostic_and_practice
LSK00395,LRN0044,SK002,Git & Version Control,0.2,novice,0.174,0.4,diagnostic_and_practice
LSK00396,LRN0044,SK008,Problem Solving (DSA Practice),0.283,developing,0.312,0.59,diagnostic_and_practice
LSK00397,LRN0045,SK021,ML Foundations,0.947,advanced,0.928,0.89,diagnostic_and_practice
LSK00398,LRN0045,SK025,Feature Engineering,0.149,novice,0.146,0.31,diagnostic_and_practice
LSK00399,LRN0045,SK027,Neural Networks,0.355,developing,0.301,0.42,diagnostic_and_practice
LSK00400,LRN0045,SK028,Deep Learning,0.586,competent,0.513,0.47,diagnostic_and_practice
LSK00401,LRN0045,SK050,Model Deployment,0.763,proficient,0.817,0.41,diagnostic_and_practice
LSK00402,LRN0045,SK024,Model Evaluation,0.913,advanced,0.942,0.67,diagnostic_and_practice
LSK00403,LRN0045,SK001,Python Basics,0.153,novice,0.196,0.87,diagnostic_and_practice
LSK00404,LRN0045,SK002,Git & Version Control,0.307,developing,0.421,0.42,diagnostic_and_practice
LSK00405,LRN0045,SK008,Problem Solving (DSA Practice),0.585,competent,0.491,0.54,diagnostic_and_practice
LSK00406,LRN0046,SK031,HTML & CSS,0.071,novice,0.158,0.62,diagnostic_and_practice
LSK00407,LRN0046,SK032,JavaScript Basics,0.31,developing,0.283,0.53,diagnostic_and_practice
LSK00408,LRN0046,SK035,React Fundamentals,0.524,competent,0.52,0.83,diagnostic_and_practice
LSK00409,LRN0046,SK036,Node.js Basics,0.778,proficient,0.871,0.6,diagnostic_and_practice
LSK00410,LRN0046,SK037,REST API Design,0.921,advanced,0.915,0.84,diagnostic_and_practice
LSK00411,LRN0046,SK034,Database Design (RDBMS),0.161,novice,0.28,0.37,diagnostic_and_practice
LSK00412,LRN0046,SK001,Python Basics,0.427,developing,0.448,0.5,diagnostic_and_practice
LSK00413,LRN0046,SK002,Git & Version Control,0.475,competent,0.575,0.33,diagnostic_and_practice
LSK00414,LRN0046,SK008,Problem Solving (DSA Practice),0.654,proficient,0.737,0.52,diagnostic_and_practice
LSK00415,LRN0047,SK019,Advanced SQL,0.353,developing,0.293,0.36,diagnostic_and_practice
LSK00416,LRN0047,SK051,Data Modeling,0.631,competent,0.628,0.84,diagnostic_and_practice
LSK00417,LRN0047,SK053,ETL Fundamentals,0.674,proficient,0.581,0.52,diagnostic_and_practice
LSK00418,LRN0047,SK057,Apache Spark Basics,0.949,advanced,0.924,0.82,diagnostic_and_practice
LSK00419,LRN0047,SK054,Data Warehousing,0.136,novice,0.103,0.38,diagnostic_and_practice
LSK00420,LRN0047,SK060,Data Pipeline Design,0.339,developing,0.293,0.49,diagnostic_and_practice
LSK00421,LRN0047,SK001,Python Basics,0.557,competent,0.639,0.57,diagnostic_and_practice
LSK00422,LRN0047,SK002,Git & Version Control,0.754,proficient,0.764,0.77,diagnostic_and_practice
LSK00423,LRN0047,SK008,Problem Solving (DSA Practice),0.969,advanced,0.927,0.35,diagnostic_and_practice
LSK00424,LRN0048,SK041,Linux Fundamentals,0.473,competent,0.376,0.61,diagnostic_and_practice
LSK00425,LRN0048,SK042,Cloud Computing Basics,0.745,proficient,0.862,0.61,diagnostic_and_practice
LSK00426,LRN0048,SK044,AWS Core Services,0.947,advanced,0.945,0.67,diagnostic_and_practice
LSK00427,LRN0048,SK045,Docker Fundamentals,0.231,novice,0.2,0.37,diagnostic_and_practice
LSK00428,LRN0048,SK047,Kubernetes Basics,0.364,developing,0.251,0.31,diagnostic_and_practice
LSK00429,LRN0048,SK048,CI/CD Pipelines,0.475,competent,0.369,0.43,diagnostic_and_practice
LSK00430,LRN0048,SK001,Python Basics,0.737,proficient,0.781,0.65,diagnostic_and_practice
LSK00431,LRN0048,SK002,Git & Version Control,0.892,advanced,0.871,0.75,diagnostic_and_practice
LSK00432,LRN0048,SK008,Problem Solving (DSA Practice),0.198,novice,0.212,0.53,diagnostic_and_practice
LSK00433,LRN0049,SK012,SQL Basics,0.843,proficient,0.836,0.8,diagnostic_and_practice
LSK00434,LRN0049,SK019,Advanced SQL,0.892,advanced,0.98,0.5,diagnostic_and_practice
LSK00435,LRN0049,SK013,Excel for Data Analysis,0.218,novice,0.162,0.87,diagnostic_and_practice
LSK00436,LRN0049,SK016,Data Visualization,0.415,developing,0.521,0.41,diagnostic_and_practice
LSK00437,LRN0049,SK011,Descriptive Statistics,0.576,competent,0.501,0.7,diagnostic_and_practice
LSK00438,LRN0049,SK018,Exploratory Data Analysis,0.752,proficient,0.726,0.54,diagnostic_and_practice
LSK00439,LRN0049,SK001,Python Basics,0.864,advanced,0.827,0.45,diagnostic_and_practice
LSK00440,LRN0049,SK002,Git & Version Control,0.184,novice,0.301,0.52,diagnostic_and_practice
LSK00441,LRN0049,SK008,Problem Solving (DSA Practice),0.373,developing,0.271,0.69,diagnostic_and_practice
LSK00442,LRN0050,SK003,Python Data Structures,0.89,advanced,0.803,0.57,diagnostic_and_practice
LSK00443,LRN0050,SK017,Inferential Statistics,0.125,novice,0.05,0.51,diagnostic_and_practice
LSK00444,LRN0050,SK021,ML Foundations,0.314,developing,0.198,0.36,diagnostic_and_practice
LSK00445,LRN0050,SK022,Regression Techniques,0.538,competent,0.557,0.47,diagnostic_and_practice
LSK00446,LRN0050,SK023,Classification Techniques,0.675,proficient,0.676,0.62,diagnostic_and_practice
LSK00447,LRN0050,SK024,Model Evaluation,0.885,advanced,0.775,0.55,diagnostic_and_practice
LSK00448,LRN0050,SK001,Python Basics,0.162,novice,0.06,0.87,diagnostic_and_practice
LSK00449,LRN0050,SK002,Git & Version Control,0.335,developing,0.36,0.73,diagnostic_and_practice
LSK00450,LRN0050,SK008,Problem Solving (DSA Practice),0.482,competent,0.397,0.49,diagnostic_and_practice
LSK00451,LRN0051,SK021,ML Foundations,0.147,novice,0.095,0.35,diagnostic_and_practice
LSK00452,LRN0051,SK025,Feature Engineering,0.389,developing,0.364,0.49,diagnostic_and_practice
LSK00453,LRN0051,SK027,Neural Networks,0.637,competent,0.696,0.68,diagnostic_and_practice
LSK00454,LRN0051,SK028,Deep Learning,0.829,proficient,0.949,0.8,diagnostic_and_practice
LSK00455,LRN0051,SK050,Model Deployment,0.933,advanced,0.937,0.78,diagnostic_and_practice
LSK00456,LRN0051,SK024,Model Evaluation,0.166,novice,0.113,0.4,diagnostic_and_practice
LSK00457,LRN0051,SK001,Python Basics,0.43,developing,0.476,0.8,diagnostic_and_practice
LSK00458,LRN0051,SK002,Git & Version Control,0.631,competent,0.55,0.82,diagnostic_and_practice
LSK00459,LRN0051,SK008,Problem Solving (DSA Practice),0.734,proficient,0.675,0.36,diagnostic_and_practice
LSK00460,LRN0052,SK031,HTML & CSS,0.437,developing,0.382,0.76,diagnostic_and_practice
LSK00461,LRN0052,SK032,JavaScript Basics,0.516,competent,0.425,0.58,diagnostic_and_practice
LSK00462,LRN0052,SK035,React Fundamentals,0.683,proficient,0.639,0.33,diagnostic_and_practice
LSK00463,LRN0052,SK036,Node.js Basics,0.875,advanced,0.972,0.83,diagnostic_and_practice
LSK00464,LRN0052,SK037,REST API Design,0.085,novice,0.088,0.36,diagnostic_and_practice
LSK00465,LRN0052,SK034,Database Design (RDBMS),0.322,developing,0.232,0.8,diagnostic_and_practice
LSK00466,LRN0052,SK001,Python Basics,0.533,competent,0.481,0.4,diagnostic_and_practice
LSK00467,LRN0052,SK002,Git & Version Control,0.675,proficient,0.563,0.45,diagnostic_and_practice
LSK00468,LRN0052,SK008,Problem Solving (DSA Practice),0.859,advanced,0.962,0.85,diagnostic_and_practice
LSK00469,LRN0053,SK019,Advanced SQL,0.525,competent,0.458,0.39,diagnostic_and_practice
LSK00470,LRN0053,SK051,Data Modeling,0.704,proficient,0.599,0.48,diagnostic_and_practice
LSK00471,LRN0053,SK053,ETL Fundamentals,0.892,advanced,0.844,0.38,diagnostic_and_practice
LSK00472,LRN0053,SK057,Apache Spark Basics,0.216,novice,0.327,0.78,diagnostic_and_practice
LSK00473,LRN0053,SK054,Data Warehousing,0.436,developing,0.478,0.47,diagnostic_and_practice
LSK00474,LRN0053,SK060,Data Pipeline Design,0.599,competent,0.634,0.59,diagnostic_and_practice
LSK00475,LRN0053,SK001,Python Basics,0.699,proficient,0.762,0.52,diagnostic_and_practice
LSK00476,LRN0053,SK002,Git & Version Control,0.856,advanced,0.802,0.31,diagnostic_and_practice
LSK00477,LRN0053,SK008,Problem Solving (DSA Practice),0.121,novice,0.107,0.33,diagnostic_and_practice
LSK00478,LRN0054,SK041,Linux Fundamentals,0.748,proficient,0.808,0.86,diagnostic_and_practice
LSK00479,LRN0054,SK042,Cloud Computing Basics,0.913,advanced,0.953,0.5,diagnostic_and_practice
LSK00480,LRN0054,SK044,AWS Core Services,0.054,novice,0.05,0.31,diagnostic_and_practice
LSK00481,LRN0054,SK045,Docker Fundamentals,0.442,developing,0.391,0.64,diagnostic_and_practice
LSK00482,LRN0054,SK047,Kubernetes Basics,0.509,competent,0.548,0.71,diagnostic_and_practice
LSK00483,LRN0054,SK048,CI/CD Pipelines,0.748,proficient,0.735,0.41,diagnostic_and_practice
LSK00484,LRN0054,SK001,Python Basics,0.881,advanced,0.877,0.72,diagnostic_and_practice
